thickness = 0.0084
diam = 0.0914156
(0.4377396123949082,0.4498197757278944,0.4578157768621822)
(0.4888991617511458,0.4311955816677638,0.534474425404113)
(0.6303825785737579,0.7221529098586554,0.05405165413345372)
(0.4359782959999807,0.31601554540755117,0.7193104044295664)
(0.39047978804996336,0.3031105519443044,0.8668689034864882)
(0.1460557220542035,0.06029797037820447,0.768666039557146)
(0.5267677655683549,0.4051764825849423,0.18290881417669083)
(0.40935894667426914,0.44641926503822554,0.3580010698377931)
(0.3662770475184812,0.5648451536890932,0.39341929614634036)
(0.5239561263318996,0.7149612355966015,0.6559047571263618)
(0.3528188613556473,0.4704459761468001,0.6761376510932497)
(0.2790802945156321,0.6082794465733834,0.8059442927404561)
(0.520603107384779,0.6666303841502292,0.9698806821189144)
(0.4743734448694785,0.5806969490047619,0.04768400952142908)
(0.2975911840839856,0.49784665973399816,0.022048423770719267)
(0.4593976319165605,0.5048517051154576,0.1842187973167018)
(0.3654267197078107,0.6586380143325761,0.37160543108292055)
(0.5073126575815391,0.6254448046009186,0.5371696702212899)
(0.1889022726744596,0.6334256823431275,0.6007233327000039)
(0.4679568274608104,0.683245129240825,0.8063739371556498)
(0.44704446315679625,0.73159718534388,0.9845224346093716)
(0.4154631957537043,0.6894600875134189,0.0915985154679049)
(0.22592830473048334,0.5973212301371342,0.1000868345233346)
(0.38466326519612926,0.43875777256313137,0.12116418740331909)
(0.3849743078535269,0.7605421182362169,0.41390432595144705)
(0.27900196940966965,0.6671866090089078,0.4313684768197649)
(0.3790814729022456,0.7824033637393334,0.5650221962644701)
(0.45204942946364934,0.6701193595888862,0.7147438909965533)
(0.2996062086002399,0.7118698675598897,0.7980801760297674)
(0.49479107834605796,0.8167653497912711,0.9679866495109118)
(0.3141931346347243,0.6536256334141763,0.13928718609576618)
(0.4270441873375991,0.6908771464056789,0.28950566919052506)
(0.44539425902526836,0.8342052748261909,0.4034231751750577)
(0.5348782258394956,0.9428368264649181,0.523718922745931)
(0.19600688397449462,0.6793695061644077,0.5152076750245064)
(0.28055667365654885,0.8023320793629757,0.6487278666470893)
(0.3785158009743035,0.7885795012483028,0.9152724719293954)
(0.31914924874002804,0.8461806988836726,0.8644047700986428)
(0.31090702896825473,0.8179068044300055,0.9876949844770566)
(0.3332479990083595,0.7936402829401368,0.13459841265465533)
(0.3633987560147235,0.020881159507316168,0.39229476914680206)
(0.44268649066090565,0.041506762383078655,0.6553958757540439)
(0.48972492633273207,0.1222961946735931,0.7359117521339492)
(0.2846821970236586,0.010392390932812058,0.7020329299274864)
(0.4360477457619076,0.02627218566524186,0.983304406666407)
